           2         414
           2         486
           2         626
           2         578
           2         554
           2         462
           2         602
           2         510
           2         390
           2         318
           2         438
           2         634
           2         530
           2         650
           2         674
           2         698
           2         666
           2         582
           2         630
           2         546
           2         558
           2         606
           2         682
           4         632
           4         584
           4         560
           4         548
           4         668
           4         676
           4         700
           4         608
           4         440
           4         320
           4         392
           4         652
           4         532
           4         684
           4         512
           4         464
           4         416
           4         488
           4         604
           4         556
           4         580
           4         636
           4         628
           6         702
           6         678
           6         686
           6         654
           6         534
           6         670
           6         550
           6         626
           6         578
           6         554
           6         602
           6         434
           6         314
           6         386
           6         638
           6         606
           6         558
           6         582
           6         458
           6         410
           6         482
           6         506
           6         630
           8         560
           8         584
           8         608
           8         632
           8         484
           8         412
           8         460
           8         536
           8         656
           8         640
           8         388
           8         316
           8         508
           8         436
           8         704
           8         688
           8         680
           8         672
           8         580
           8         628
           8         556
           8         552
           8         604
          10         420
          10         492
          10         636
          10         588
          10         564
          10         468
          10         612
          10         516
          10         396
          10         324
          10         442
          10         538
          10         658
          10         644
          10         586
          10         634
          10         562
          10         682
          10         650
          10         706
          10         530
          10         610
          10         690
          12         708
          12         684
          12         692
          12         660
          12         540
          12         652
          12         532
          12         636
          12         588
          12         564
          12         612
          12         444
          12         322
          12         394
          12         642
          12         610
          12         562
          12         586
          12         418
          12         466
          12         490
          12         514
          12         634
          14         568
          14         592
          14         616
          14         640
          14         496
          14         424
          14         472
          14         648
          14         542
          14         662
          14         520
          14         400
          14         326
          14         446
          14         694
          14         710
          14         686
          14         654
          14         590
          14         638
          14         566
          14         534
          14         614
          16         640
          16         592
          16         536
          16         656
          16         688
          16         568
          16         712
          16         616
          16         448
          16         328
          16         398
          16         664
          16         696
          16         544
          16         518
          16         470
          16         422
          16         494
          16         614
          16         646
          16         566
          16         590
          16         638
          18         432
          18         504
          18         646
          18         598
          18         574
          18         480
          18         622
          18         528
          18         408
          18         332
          18         452
          18         596
          18         644
          18         538
          18         658
          18         690
          18         572
          18         714
          18         620
          18         630
          18         546
          18         666
          18         674
          20         632
          20         548
          20         624
          20         576
          20         600
          20         668
          20         676
          20         716
          20         692
          20         660
          20         648
          20         502
          20         430
          20         478
          20         406
          20         334
          20         526
          20         450
          20         594
          20         642
          20         570
          20         540
          20         618
          22         648
          22         600
          22         576
          22         542
          22         662
          22         694
          22         718
          22         624
          22         456
          22         336
          22         404
          22         524
          22         476
          22         428
          22         500
          22         594
          22         642
          22         570
          22         618
          22         670
          22         550
          22         678
          22         626
          24         680
          24         672
          24         720
          24         552
          24         696
          24         664
          24         628
          24         620
          24         572
          24         596
          24         544
          24         646
          24         598
          24         574
          24         622
          24         454
          24         330
          24         402
          24         498
          24         426
          24         474
          24         522
          24         644
          26         670
          26         678
          26         550
          26         618
          26         450
          26         722
          26         730
          26         702
          26         510
          26         390
          26         318
          26         586
          26         634
          26         530
          26         438
          26         342
          26         294
          26         366
          26         458
          26         410
          26         482
          26         506
          26         650
          28         296
          28         344
          28         368
          28         320
          28         392
          28         440
          28         512
          28         484
          28         412
          28         460
          28         508
          28         652
          28         532
          28         636
          28         680
          28         672
          28         552
          28         724
          28         620
          28         452
          28         732
          28         704
          28         588
          30         534
          30         638
          30         462
          30         510
          30         414
          30         654
          30         486
          30         362
          30         290
          30         338
          30         434
          30         314
          30         386
          30         506
          30         590
          30         734
          30         726
          30         622
          30         546
          30         666
          30         454
          30         674
          30         698
          32         736
          32         728
          32         624
          32         640
          32         592
          32         536
          32         548
          32         456
          32         668
          32         676
          32         388
          32         316
          32         508
          32         700
          32         656
          32         512
          32         464
          32         416
          32         364
          32         292
          32         488
          32         340
          32         436
          34         468
          34         516
          34         420
          34         540
          34         642
          34         660
          34         492
          34         372
          34         300
          34         348
          34         322
          34         394
          34         444
          34         514
          34         594
          34         738
          34         730
          34         602
          34         530
          34         650
          34         434
          34         682
          34         706
          36         652
          36         684
          36         532
          36         604
          36         436
          36         732
          36         740
          36         708
          36         516
          36         396
          36         324
          36         596
          36         644
          36         538
          36         442
          36         346
          36         298
          36         370
          36         418
          36         466
          36         490
          36         514
          36         658
          38         376
          38         496
          38         424
          38         304
          38         472
          38         352
          38         520
          38         448
          38         328
          38         398
          38         518
          38         664
          38         544
          38         646
          38         686
          38         654
          38         534
          38         734
          38         606
          38         438
          38         742
          38         710
          38         598
          40         744
          40         736
          40         608
          40         648
          40         600
          40         542
          40         440
          40         536
          40         656
          40         688
          40         520
          40         400
          40         326
          40         712
          40         662
          40         518
          40         470
          40         422
          40         446
          40         350
          40         302
          40         374
          40         494
          42         384
          42         312
          42         502
          42         430
          42         478
          42         360
          42         526
          42         456
          42         336
          42         404
          42         524
          42         692
          42         660
          42         540
          42         610
          42         738
          42         442
          42         722
          42         716
          42         670
          42         550
          42         626
          42         578
          44         552
          44         628
          44         528
          44         480
          44         432
          44         672
          44         580
          44         724
          44         740
          44         612
          44         504
          44         382
