substitution   individual   parent_subs parent   fitness   EMD    Symmetry_robustness   mutation   geni   genj   prevalue   newvalue time
           1	         882	        0         0	   8.0000000000000000     	   0.0000000000000000     	           5          24          37  0.50000000000000000        0.0000000000000000     	12.290531204
           2	          15	        0         0	   10.000000000000000     	   1.5079103410243988E-002	           3          13           0   2.0000000000000000        2.0429758279226902     	1500.121696416
           3	         510	        0         0	   10.000000000000000     	   1.6140986233949661E-002	           4           5           1   1.0000000000000000        1.0416919962641424     	1522.174561659
           4	         271	        0         0	   10.000000000000000     	   1.1538778431713581E-002	           4          23          16   0.0000000000000000       -1.8388567694798862E-002	1530.504755800
           5	         502	        0         0	   10.000000000000000     	   1.1439387686550617E-002	           4          16          23 -0.10000000000000001       -9.5130932125988346E-002	1532.328321271
           6	         313	        0         0	   10.000000000000000     	   1.6321819275617599E-002	           2          13           0   0.0000000000000000       0.12484427083772695     	1536.882179144
           7	         923	        0         0	   10.000000000000000     	   1.7855674028396606E-002	           1          14           0  0.32000000000000001       0.35068183242689421     	1539.249673870
           8	         196	        0         0	   10.000000000000000     	   1.8940953537821770E-002	           2          17           0   0.0000000000000000        2.7876428566387956E-002	1540.931189923
           9	         733	        0         0	   10.000000000000000     	   1.4566702768206596E-002	           3          15           0   5.0000000000000001E-003   4.9214566447419493E-003	1540.844511554
          10	         591	        0         0	   10.000000000000000     	   1.4430609531700611E-002	           4          12           1   1.0000000000000000       0.92050806388183604     	1540.592275269
          11	         426	           0         169	   10.000000000000000     	   1.6231358051300049E-002	           4          18          23 -0.10000000000000001       -9.1646538211905326E-002	1534.418321007
          12	         156	        0         0	   10.000000000000000     	   1.3520197942852974E-002	           4          22          23 -0.10000000000000001       -9.7725369764472214E-002	1542.361879622
          13	         643	        0         0	   10.000000000000000     	   1.3748250901699066E-002	           1           4           0  0.32000000000000001       0.29038061758945855     	1552.484347022
          14	         463	        0         0	   10.000000000000000     	   1.4145900495350361E-002	           3           2           0   2.0000000000000000        2.0024657875013010     	1552.140020083
          15	         542	        0         0	   10.000000000000000     	   1.5637859702110291E-002	           4          21           2   1.0000000000000000       0.93051684025943104     	1551.980719548
          16	         181	        0         0	   10.000000000000000     	   1.5064207836985588E-002	           4          22          23 -0.10000000000000001      -0.10199199929762055     	1549.964699324
          17	         452	        0         0	   10.000000000000000     	   1.2675940059125423E-002	           4          20           2   1.0000000000000000       0.90121935538072484     	1544.859642626
          18	         708	        0         0	   10.000000000000000     	   1.6152836382389069E-002	           2          16           0   0.0000000000000000        9.4554229228303380E-002	1548.636501463
